id,feature,role,sub_feature,severity,dimension,premium_blocker,current_layer,target_gap,file,evidence,recommendation,verdict,verdict_conf,orig_severity,calibrated,cal_verdict,cal_real
P366,Team Info,both,Team Hub — Tasks tab complete checkbox (touch target),medium,mobile,False,2,>=44px touch target on the primary task action (DoD RESPONSIVE).,src/components/fairway/pages/hub/hub-parts.tsx:418-434,"The mark-complete <button> is `grid h-7 w-7` = 28×28px. This is the primary tap action of the Tasks tab. WCAG 2.2 AA minimum (24px) is met, but the premium/DoD bar is >=44px touch targets.","Increase the hit area to >=44px (e.g. wrap the 28px visual in a 44px tappable padding box, or h-9/h-10 with centered glyph) so the most-used Team Hub action meets the premium touch target.",,,medium,no,,
P367,Team Info,both,Team Settings — copy invite link (icon button touch target),low,mobile,False,3,44px touch on the inline icon affordance (DoD RESPONSIVE).,src/components/fairway/pages/team/FairwayTeamSettings.tsx:362-371,"The trailing copy IconButton uses size=""sm"" → 36×36px (button.tsx:223 `h-9 w-9`). A dedicated full-width 'Copy invite link' Button (line 376-382) exists below, so this is a secondary affordance, but 36px is below the 44px premium target.","Use size=""md"" (44px) for the inline copy IconButton, or rely solely on the full Button below. Minor since a 44px copy button is also provided.",,,low,no,,
P368,Team Info,both,Team Hub — loading skeleton fidelity,low,states,False,2,Skeleton must shape-match the rendered page (gate B3).,src/app/golf/(dashboard)/dashboard/team-hub/loading.tsx:32-44,"The skeleton renders 4 tab placeholders and a `lg:grid-cols-2` 4-card grid inside `max-w-[1280px]`. The real page (FairwayTeamHub.tsx:154,165-171) has 5 tabs (Tasks/Announcements/Travel/Classes/Teammates) and a single-column `max-w-3xl` flex layout. Shape + width + tab count mismatch between skeleton and page.","Match the skeleton to the page: 5 tab pills, single-column stacked rows, max-w-3xl. A skeleton that re-flows on swap reads as unfinished.",,,low,no,,
P369,Team Info,both,Team Settings — season field (no format help/validation),low,microcopy,False,2,Input constraint + guidance on a free-text field (Nielsen #5/#6).,src/components/fairway/pages/team/FairwayTeamSettings.tsx:233-241,"Season is a free-text Input with placeholder 'e.g. 2024-2025' and no `help` text or validation; any string saves. The FormField primitive supports `help`/`error` (FormField.tsx:41-47) but neither is used. A coach can type '2025' or 'fall' and it persists, then renders verbatim across the app.","Add FormField `help=""Format: YYYY-YYYY""` and a light client validation (or a season picker) so the value stays consistent with the auto-seeded default and downstream displays.",,,low,no,,
P370,Team Info,both,Team Settings — add-second-team (no inline success confirmation beyond toast),low,nielsen,False,2,"Connect the create action to the logically-related team-switch flow (DoD WIRING 'connects to related features', Layer 4 anticipation).",src/components/fairway/pages/team/FairwayTeamSettings.tsx:114-131,On addSecondTeam success it toasts and router.refresh(); the new team is not the active one and there's no inline confirmation of which team was created or a prompt to switch to it. The coach must independently find the team switcher in the top bar to manage the new team.,"After creating the second team, offer a 'Switch to {name}' action (or auto-switch) so the program head can immediately manage it — closes the create→manage loop.",,,low,no,,
P371,Team Info,both,Player Team Info — empty states have no next action,low,states,False,3,Helpful empty states with a next action where one exists (gate B3 'empty + next action').,src/components/fairway/pages/team/FairwayTeamInfo.tsx:226-233,"All four player empty states (Head coach 226-233, Announcements 246-253, My tasks 283-291, Roster 369-375) use EmptyState with `icon={null}` and no `action`. Acceptable for read-only player content, but the surface is entirely passive with no escape/next step when wholly empty (no team-set CTA, unlike team-hub's no-team EmptyState which links to settings).","Low priority given read-only nature; if FairwayTeamInfo is kept, consider a single contextual link (e.g. to Team Hub) so a fully-empty page isn't a dead end.",,,low,no,,
P372,Settings,both,"All text inputs (Personal info, Email, Password, Player golf details, Team settings, Invite) — label association",critical,a11y,True,2,Layer 3 requires labels/aria on all controls (WCAG 1.3.1/3.3.2/4.1.2). Wire htmlFor/id or aria-label on every Input.,"src/components/fairway/pages/settings/FairwaySettingsGeneral.tsx:148-154, 594-598, 666-671, 718-732, 1304-1332, 1460-1494","function FieldLabel({children}) { return (<span className=""mb-1.5 block ..."">{children}</span>); } ... <FieldLabel>Full name</FieldLabel><Input value={fullName} onChange={...} placeholder=""Coach Smith"" /> — FieldLabel is a <span> (no htmlFor); the Fairway Input (forms/Input.tsx:46-53) renders a bare <BaseInput> with no id, no aria-label, and no surrounding Base UI Field, so there is zero programmatic label↔control association.","Associate every label with its control: either pass `label=` into a label-aware Fairway field wrapper, or give each Input an id and render FieldLabel as <label htmlFor={id}>, or at minimum add aria-label to each Input. This is the single biggest a11y blocker — it affects ~14 inputs and breaks screen readers, voice control, and click-to-focus.",confirmed,high,critical,no,,
P373,Settings,both,Notifications page — bulk actions (Reset defaults / Mute push / Mute email),critical,data,True,2,Layer 3 requires data correctness. Replace the Promise.all fan-out with one atomic bulk write.,src/components/fairway/pages/settings/FairwaySettingsNotifications.tsx:139-155,"async function resetDefaults() { await Promise.all(CATEGORY_GROUPS.flatMap(group => group.categories.flatMap(cat => CHANNELS.map(channel => handleToggle(cat, channel.key, DEFAULT_CHANNELS[channel.key]))))); } — fires ~27 parallel setCategoryChannel calls; each call in actions/v3/notification-prefs.ts:76-101 does read-current-row → merge ONE category → write WHOLE prefs JSONB. Run concurrently they all read the same stale snapshot and clobber each other (last-write-wins), so the final persisted p","Add a single server action that sets the entire prefs object atomically (one read-modify-write), and have Reset/Mute call it once. Do not fan out N parallel single-category writes against a shared JSONB column.",confirmed,high,critical,no,,
P374,Settings,both,Notifications page — bulk actions feedback & destructive confirm,high,states,True,2,Layer 3 needs visible system status + error prevention on destructive bulk acts.,"src/components/fairway/pages/settings/FairwaySettingsNotifications.tsx:199-208, 139-155","<Button variant=""secondary"" size=""sm"" onClick={() => muteChannel('push')}>Mute push</Button> ... <Button variant=""ghost"" size=""sm"" onClick={resetDefaults}>Reset defaults</Button> — the buttons have no busy/disabled state during the (multi-second) bulk write, no success toast on completion, and 'Reset defaults' silently overwrites every channel preference with no confirmation dialog.",Disable + spinner the buttons while the bulk op runs; show a success toast ('Reset to defaults'); gate Reset defaults behind a ConfirmDialog since it discards the user's entire customization.,confirmed,high,high,no,,
P375,Settings,both,Personal info — embedded legacy AvatarUpload widget,high,ui-foundation,True,2,Layer 3 requires design-token discipline (helm/* rules) — no warm-*/red-600/ring-white/legacy Button in the live path.,"src/components/ui/avatar-upload.tsx:5-7, 119, 157, 169","import { Avatar } from '@/components/ui/avatar'; import { Button } from '@/components/ui/button'; import { Upload, X, Loader2 } from 'lucide-react'; ... className=""ring-4 ring-white shadow-sm"" ... className=""... text-red-600 hover:text-red-700 hover:bg-red-50"" ... <p className=""text-xs text-warm-500"">. This legacy widget (lucide icons, ring-white, text-red-600, text-warm-500, legacy Button) is rendered inside the redesigned Fairway PersonalInfoPanel, breaking token discipline and visual consiste","Wrap or rebuild AvatarUpload on Fairway tokens (Fairway Button, @/components/icons, text-text-*, border-border-*, fw-danger) so the upload control matches the rest of the screen.",confirmed,high,high,no,,
P376,Settings,both,Delete account — ConfirmDialog uses legacy design system,high,ui-foundation,True,2,"Layer 3 token discipline: the modal must use Fairway tokens, not bg-white/bg-primary-600/text-warm-*.","src/components/ui/confirm-dialog.tsx:4, 60-63, 90, 133, 143, 156, 161-168","import { Button } from '@/components/ui/button'; ... default: { icon: 'bg-warm-100 text-warm-600', button: 'bg-primary-600 hover:bg-primary-700 text-white' } ... className=""bg-white rounded-2xl ..."" ... <h2 className=""text-lg font-semibold text-warm-900""> ... <p className=""text-sm ... text-warm-600""> ... className={`... ${styles.button}`} (bg-primary-600). The destructive-account modal surfaced from the Fairway settings screen is rendered entirely in legacy warm/cream/primary tokens and the lega",Provide a Fairway ConfirmDialog (Surface/Elevated + fw-danger + Fairway Button + text-text-*) or restyle the shared dialog so the highest-stakes action on the page matches the redesign.,confirmed,high,high,no,,
P377,Settings,both,Team join (player) & AI Features (coach) — embedded legacy widgets,high,ui-foundation,True,2,Layer 3 needs consistent design-token usage across every sub-panel; no bg-warm-50/legacy Button/Shimmer in the live path.,"src/components/golf/settings/JoinTeamSection.tsx:6-8 ; src/components/golf/coachhelm/v2/CoachHelmToggle.tsx:7-9, 46","JoinTeamSection: import { Button } from '@/components/ui/button'; import { Input } from '@/components/ui/input'; import { IconAlertCircle } from '@/components/icons'. CoachHelmToggle: import { Shimmer } from '@/components/ui/shimmer'; import { Button, IconButton } from '@/components/ui/button'; ... return <div className=""flex items-center gap-3 p-4 bg-warm-50 rounded-xl"">. Both legacy panels mount unchanged inside FairwaySettingsGeneral (lines 442, 452).","Rebuild JoinTeamSection and CoachHelmToggle on Fairway primitives (Surface, Fairway Button/Input, Switch, text-text-*/bg-surface-sunken) so the team and AI sections visually match the rest of the settings screen.",confirmed,high,high,no,,
P378,Settings,both,Golf scoring / Team settings / Invite settings — load error state,high,states,True,2,Layer 3: every data surface needs a real error (+retry) state; no cheerful default masking a failed read (hard-gate B3 + B4 'no data lies').,"src/components/fairway/pages/settings/FairwaySettingsGeneral.tsx:1082-1098, 1362-1399, 1519-1538","GolfScoringPanel useEffect: const { data } = await fromUntyped(...).select(...).maybeSingle(); if (data) {...} setLoaded(true); — the query error is never inspected. On a failed read the panel sets loaded=true and renders DEFAULT values (stroke_play / usga / blue / Eastern / scratch) as if those are the team's saved settings. Same pattern in TeamSettingsPanel (only checks `team` truthiness, ignores error) and InviteSettingsPanel.","Capture the {error} from each load; on error render a retryable error card (mirror the NotificationsPanel loadFailed pattern), never a defaults-as-truth fallback. A failed fetch must not masquerade as real saved data.",confirmed,high,high,no,,
P379,Settings,both,All Save forms — no dirty-tracking (false success on no-op save),medium,nielsen,False,2,Layer 3: error-prevention + honest status — Save reflects real changes only.,"src/components/fairway/pages/settings/FairwaySettingsGeneral.tsx:156-172, 547-576, 1100-1122, 1400-1441","function SaveRow({onSave, busy}) { <Button variant=""primary"" busy={busy} onClick={onSave}>Save changes</Button> } — the Save button is always enabled; PersonalInfoPanel/GolfScoringPanel/TeamSettingsPanel call .update()/.upsert() and then fairwayToast.success('Profile updated') unconditionally, even when the user changed nothing, producing false 'updated' feedback and a needless write.",Track a dirty flag (compare current state to the loaded snapshot); disable Save when pristine and skip the write/toast when nothing changed. Standard premium-form behavior.,,,medium,no,,
P380,Settings,both,Whole screen — no unsaved-changes guard,medium,nielsen,False,2,Layer 3: user control & freedom — protect against accidental loss of unsaved edits.,"src/components/fairway/pages/settings/FairwaySettingsGeneral.tsx:533-624, 1247-1338, 1343-1502","PersonalInfoPanel/PlayerGolfDetailsPanel/TeamSettingsPanel hold edited field state with a manual Save button and no beforeunload / route-change guard. Editing the team name then navigating away (sidebar link, back) silently discards the edits with no warning.","Add an unsaved-changes prompt (route-change interception + beforeunload) when any Save form is dirty, or auto-save on blur. Prevents silent data loss on a settings screen.",,,medium,no,,
P381,Settings,both,Switch control — touch target height below premium bar,medium,mobile,False,2,Layer 3: touch targets >=44px for comfortable mobile parity.,src/components/fairway/forms/Switch.tsx:36,"const trackBase = cn('relative inline-flex h-6 w-11 shrink-0 items-center rounded-full p-0.5', ...) — the toggle hit area is 24px tall (h-6). It clears the WCAG 2.2 24px minimum but is well under the 44px premium/iOS touch target, and on the notifications matrix the switches sit in tight 3.5-py rows.",Either grow the switch hit area to >=44px (padded tap zone) or ensure the surrounding label/row is the tap target at >=44px. The notifications matrix cells in particular need a larger tappable area on mobile.,,,medium,no,,
P382,Settings,both,"Appearance & Distance units — localStorage-only, no cross-device sync, no saved confirmation",medium,data,False,2,Layer 3: data correctness + 'remembers prefs' across sessions/devices; visible status on change.,"src/hooks/golf/use-appearance-preferences.ts:16, 109-126 ; src/hooks/golf/use-distance-units.ts:8-16, 120-126","use-appearance-preferences.ts: const STORAGE_KEY = 'golf_appearance_preferences'; ... localStorage.setItem(STORAGE_KEY, JSON.stringify({...})). use-distance-units.ts header: 'localStorage is the only store — no DB column.' These prefs are device-local; a coach logging in on another machine loses density/date-format/score-display/units. The Appearance panel only says 'Changes apply instantly' with no explicit save/confirmation.",Persist appearance + distance prefs to a per-user DB column (or document the device-local scope in the UI). At minimum add a subtle 'Saved' confirmation so the user knows the toggle persisted.,,,medium,no,,
P383,Settings,both,Email change — current-email field not refreshed after request,low,states,False,2,Layer 3: visibility of system status for the multi-step email-change flow.,src/components/fairway/pages/settings/FairwaySettingsGeneral.tsx:628-679,"EmailPanel takes currentEmail as a prop and only clears newEmail on success: fairwayToast.success('Confirmation email sent. Check your inbox.'); setNewEmail(''); — there is no pending-state indicator that an email change is awaiting confirmation, and 'Current email' keeps showing the old address with no 'change pending' hint.","After requesting the change, show a 'pending confirmation for new@x.com' note under the current-email field so the user understands the state (Supabase confirm-email flow is async).",,,low,no,,
P384,Settings,both,Mixed save paradigms within one screen (consistency),low,nielsen,False,2,"Layer 3: consistency & standards — predictable, signalled save behavior across panels.","src/components/fairway/pages/settings/FairwaySettingsGeneral.tsx:775-865, 916-1068, 1132-1241","AppearancePanel and DistanceUnitsPanel and the general NotificationsPanel commit instantly on click/toggle (optimistic, no Save button), while PersonalInfoPanel, EmailPanel, PasswordPanel, GolfScoringPanel, PlayerGolfDetailsPanel, TeamSettingsPanel all require an explicit SaveRow button. Two different commit models coexist with no signal to the user which panels auto-save.",Pick one model per panel-type intentionally and signal it (e.g. inline 'Saved' for auto-save panels) so users aren't unsure whether their Scoring/Tees selection persisted without hitting Save.,,,low,no,,
P385,Settings,both,Notifications matrix — no empty/error state when prefs row missing/fails,low,states,False,2,Layer 3: honest empty vs error distinction on the notifications data surface.,src/components/fairway/pages/settings/FairwaySettingsNotifications.tsx:88-93 ; src/app/golf/(dashboard)/dashboard/settings/notifications/page.tsx:83-98,"The server page reads golf_player_notification_state and passes prefs ?? {} / quiet ?? false straight into the client, which renders DEFAULT_CHANNELS for missing categories. There is no surfaced error if the server read errors (only data is destructured, error ignored) and no 'using defaults' note — a failed read is indistinguishable from a genuine defaults state.",Surface the server read error (or a 'showing defaults' hint) so a failed fetch isn't silently rendered as the user's real preferences; mirror the retryable pattern used in the general NotificationsPanel.,,,low,no,,
P386,What's New,both,Loading skeleton,critical,states,True,1,"A skeleton that matches the live Fairway layout/tokens so skeleton→content is a seamless fade, not a chrome swap.",src/app/golf/(dashboard)/dashboard/whats-new/loading.tsx:5-12,"<div className=""min-h-full bg-transparent""> ... <div className=""sticky top-0 z-20 bg-white/70 backdrop-blur-xl border-b border-warm-200/30 ...""> with Shimmer/ShimmerCard and divide-warm-100 — the legacy glass+warm chrome. But page.tsx returns <FairwayWhatsNew/> inside fairwayScope('min-h-full bg-canvas') with matte Surface cards and border-subtle.","Make loading.tsx redesign-aware: when isRedesignEnabled(), render a Fairway skeleton matching FairwayWhatsNew (max-w-[720px], bg-canvas, ViewHeader-shaped block, matte Surface rows on border-subtle dividers — no glass, no warm-* tokens). The skeleton must visually match the component it precedes or the load looks broken.",confirmed,high,critical,no,,
P387,What's New,both,Seen / unread state,high,completeness,True,2,Unread tracking + a 'new since last visit' affordance so the feed delivers on its name.,src/app/golf/actions/whats-new.ts:115-396,"getWhatsNewForCoach returns {success, items} with no last_seen/seen/read concept anywhere; grep for seen|markRead|last_seen|unread|changelog in the action and component returns nothing. The route name 'What's New' and the feature spec ('changelog, seen state') both imply unread tracking that does not exist.","Add a per-coach last_seen_at (e.g. golf_coach_whats_new_seen or a column on the coach profile). Mark items newer than last_seen as 'new' with a quiet badge, surface an unread count on the dashboard/nav entry, and stamp last_seen on view. Without this, 'What's New' cannot distinguish new from old — the core promise of the feature.",partial,high,high,no,,
P388,What's New,both,Feed row → source link,high,wiring,True,2,"Every feed item links to its source record so the feed is a navigation surface, not a passive log.",src/components/fairway/pages/whats-new/FairwayWhatsNew.tsx:215-228,"Only the player name is a <Link href={`/golf/dashboard/players/${item.playerId}`}>. The item.title (the actual insight/pattern/focus-area) and description are plain <p> with no link, even though the action carries item.insightId / patternId / focusAreaId. A coach who sees 'Insight resolved — Putting drift' cannot click through to that insight.",Make the row (or its title) link to the underlying entity using the IDs already returned (insight → /golf/dashboard/players/[playerId] insight tab or coachhelm detail; focus area → development; pattern → patterns). A change feed whose items dead-end is incomplete — every event should be actionable.,partial,high,high,no,,
P389,What's New,both,Empty state CTA,high,completeness,True,2,Empty state with a real CTA (hard-gate B2/B3).,src/components/fairway/pages/whats-new/FairwayWhatsNew.tsx:158-163,"<EmptyState title=""No activity yet"" description=""...will appear here as your team plays more rounds."" /> — no `action` prop passed, even though EmptyState explicitly supports `action`/`secondaryAction` (EmptyState.tsx:46-49) and the criteria require empty states to offer a next action.","Pass an action, e.g. a button to 'Open CoachHelm' (/golf/dashboard/intelligence) or 'View roster' so an empty feed still routes the coach somewhere useful, instead of a dead end that just says wait.",confirmed,high,high,no,,
P390,What's New,both,50-item cap / count honesty,high,data,False,2,Counts reflect the true total or explicitly disclose truncation (criteria B4 no data lies).,src/app/golf/actions/whats-new.ts:384,"return { success: true, items: items.slice(0, 50) }; and the UI computes totalItems = items.length and renders '{totalItems} updates · past 7 days' (FairwayWhatsNew.tsx:130-136) plus per-day counts '({dayItems.length})'. When more than 50 lifecycle events occur in 7 days, items is silently truncated to 50 and the meta/day counts report the truncated number as if it were the total — a quiet data lie.","Either remove the arbitrary 50 cap (it's a 7-day window already bounded) or, if kept, surface honesty: 'Showing latest 50 of N' and avoid presenting the capped number as the definitive total. Per-query .limit(60) compounds this — a very active team can lose older events with no indication.",,,high,no,,
P391,What's New,both,Timestamp semantics,medium,a11y,False,2,Semantic <time> with full date affordance.,src/components/fairway/pages/whats-new/FairwayWhatsNew.tsx:221-223,"<span className=""ml-auto ... tabular-nums text-text-tertiary"">{timeOfDay(item.occurredAt)}</span> renders only a time-of-day string ('3:42 PM') in a plain span. No <time dateTime>, no full date in a title, and day-only grouping means a bare time with no date for older buckets reads ambiguously.",Render times in a <time dateTime={item.occurredAt}> element with a title/aria-label carrying the full localized date+time. Improves a11y (machine-readable) and removes the ambiguity of a bare time under a 'Jun 14' header.,,,medium,no,,
P392,What's New,both,Refresh / freshness,medium,states,False,2,A freshness indicator and/or manual refresh so the feed isn't a frozen snapshot.,src/components/fairway/pages/whats-new/FairwayWhatsNew.tsx:114-195,Component is a pure server-rendered presentation with no client interactivity (no useState/useEffect/router.refresh/realtime — confirmed by grep). There is no manual refresh control and no 'as of' timestamp; an open tab shows a frozen 7-day window with no way to pull new activity short of full navigation.,"Add a lightweight refresh affordance (a 'Refresh' button calling router.refresh(), or an 'Updated Xm ago' line), and/or Supabase realtime subscription to prepend new lifecycle events. A live 'activity feed' should feel live.",,,medium,no,,
P393,What's New,both,Discoverability / navigation,medium,nielsen,False,2,"A discoverable, persistent entry point (ideally with the unread badge from the seen-state fix).",src/app/golf/(dashboard)/FairwayDashboardShell.tsx:97-159,"buildNavSections() lists Dashboard, CoachHelm AI, Roster, Rounds, Calendar, Stats, Messages, Announcements, Travel, Documents, Tasks, Courses, Recruiting HQ, Qualifiers for coach — 'whats-new' appears only as a breadcrumb label (line 194). The route is reachable only via the ⌘K palette (CommandPalette.tsx:87) and one ghost link on the coach dashboard hero (FairwayCoachDashboard.tsx:422).",Add 'What's New' to the persistent sidebar nav (or a header bell/activity entry with an unread count) so it satisfies recognition-over-recall; relying on a buried ghost button + palette hides a feature meant to be checked regularly.,,,medium,no,,
P394,What's New,both,Role coverage (declared role:both),medium,completeness,False,2,"Match the implemented scope to the declared role, or deliver a player variant.",src/app/golf/(dashboard)/dashboard/whats-new/page.tsx:197-200,"if (!coach) redirect('/golf/dashboard?message=What%27s+New+is+a+coach-only+feature'); and getWhatsNewForCoach returns {success:false,'Coach profile required'} for non-coaches. The feature is declared role:both but is strictly coach-only; players never reach the Fairway page and get a redirect+toast.","Either correct the role classification to coach-only, or build a player-facing What's New (their own focus-area completions, insights, qualifier results). As-is the 'both' contract is unmet and players hit a redirect that is functional but not a designed experience.",,,medium,no,,
P395,What's New,both,Day-group count a11y,low,a11y,False,2,Counts available to assistive tech via an accessible group name.,src/components/fairway/pages/whats-new/FairwayWhatsNew.tsx:174-176,"<span className=""... tabular-nums text-text-tertiary"" aria-hidden>({dayItems.length})</span> — the per-day item count is aria-hidden, so screen-reader users get the day label ('Today') but never the count, and the section <section> has no accessible name tying the count to the group.","Give each day <section> an aria-label like `${label}, ${count} updates` (or expose the count to AT) so non-visual users get the same density signal sighted users do.",,,low,no,,
P396,What's New,both,Loading header sticky-glass on redesign,low,ui-foundation,False,1,Skeleton uses Fairway tokens only (no arbitrary glass/warm).,src/app/golf/(dashboard)/dashboard/whats-new/loading.tsx:7,"className=""sticky top-0 z-20 bg-white/70 backdrop-blur-xl border-b border-warm-200/30"" — uses the legacy glass-on-content material and warm-200 border, which violates the Fairway token discipline (matte surfaces, border-subtle, no inline glass) the live page follows.","Covered by the redesign-aware loading fix, but specifically: drop bg-white/70 backdrop-blur-xl + warm-* in favor of bg-canvas + Fairway tokens so even the skeleton respects the design system.",,,low,no,,
P397,What's New,both,Search / filter,low,completeness,False,2,Type/player filtering for triage at scale (handles 10x data).,src/components/fairway/pages/whats-new/FairwayWhatsNew.tsx:139-195,"The feed mixes 6 event types (insight_resolved/matured/detected, pattern_validated, focus_area_created/completed) and all team players with no way to filter by type or by player. For an active team this is a flat scroll with no triage.","Add quiet segment filters (ViewHeader supports `segments`) for event type (All / Insights / Patterns / Focus areas) and optionally a player filter, so a coach can triage the feed. Polish-level, but the bar is 'flawless for a power user.'",,,low,no,,
P398,holistic:design-system,holistic,Token-enforcement lint is all warn + 6000-warning ceiling (never blocks),high,ui-foundation,True,2,Enforcement at error severity for the live path so the design system can't silently drift; this is what separates a 'mostly coherent by convention' system from a guaranteed-coherent premium one.,eslint.config.mjs:69-81,"// TODO(orchestrator): ratchet these to 'error' after Wave 1 sweeps lint-clean ... ""helm/no-raw-button"": ""warn"", ""helm/no-raw-input"": ""warn"", ""helm/no-arbitrary-text-px"": ""warn"", ""helm/no-banned-color"": ""warn"", ""helm/no-arbitrary-radius"": ""warn"", ""helm/no-arbitrary-bg-white"": ""warn""  — combined with package.json ""lint"": ""eslint ... --max-warnings 6000"". Every design-token rule is a non-blocking warning, so the ~25 leaked violations (text-[NNpx], rounded-2xl, raw radii) ship freely.","Sweep the live-path violations (they are <30) then ratchet the six helm/* rules to ""error"" for src/components/fairway/** (scope them via an overrides block if the legacy fork still needs warn), and drop --max-warnings toward 0 for the Fairway path. Coherence that isn't enforced regresses on the next feature.",partial,high,high,no,,
P399,holistic:design-system,holistic,Two competing token systems; radius lint recommends the WRONG (legacy) scale for the live path,high,ui-foundation,True,2,"A single, authoritative token model that the linter, the primitives, and the pages all agree on; eliminate the parallel 16px-vs-20px card-radius definitions.","eslint-rules/no-arbitrary-radius.mjs:8,15,27 + src/styles/tokens.css:199-202 vs src/styles/design-tokens.css:112-116","tokens.css declares '--radius-xl: 16px; /* cards (CANONICAL — not 20px, not 24px) */' while design-tokens.css (the live Fairway scale) declares '--fw-radius-card: 1.25rem; /* 20px — THE card radius */'. The lint rule message tells devs to 'Replace with rounded-sm 6 | md 10 | lg 12 | xl 16 | 2xl 20 | 3xl 24' — the DEAD scale — and its ALLOWED_PATH = /(components\/ui|mockups|eslint-rules)/ allowlists src/components/ui but NOT src/components/fairway/controls, so the live system's own primitives are","Pick ONE radius source of truth (the Fairway --fw-radius-* scale, since that's what ships), retire/alias the conflicting tokens.css --radius-* block, rewrite the no-arbitrary-radius message to point at rounded-fw-sm/fw-md/card/fw-lg, and add src/components/fairway to the rule allowlist. A linter that recommends tokens the live path doesn't use is worse than none.",partial,high,high,no,,
P400,holistic:design-system,holistic,Radius scale exceeds the <=2-radii bar (4 card-family radii in play),medium,ui-foundation,False,3,"A documented, minimal radius ramp with zero raw-Tailwind radius leakage; reaching the strict <=2 visual radii (or an explicitly-blessed 3-step) across all features.",tailwind.config.ts:347-350 (usage: src/components/fairway/pages overall),"Live-path radii landscape: rounded-fw-md ×126, rounded-full ×122, rounded-card ×55, rounded-fw-sm ×44, rounded-fw-lg ×8 — i.e. fw-sm(10)/fw-md(14)/card(20)/fw-lg(28) are all distinct card-family radii, beyond the criteria's '2 radii max (cards ~16, inputs ~8)'. Plus raw-Tailwind leakage: rounded-2xl ×7, rounded-xl ×2, rounded-md/lg/sm ×1 each, rounded-[6px] ×2.","Either consciously document a 3-step radius ramp (chip/input = fw-sm, row/inset = fw-md, card = card, sheet = fw-lg) as intentional and call it the system, OR collapse fw-md into card. Convert the leaked raw rounded-2xl/xl/md/lg/sm/[6px] callsites to the fw-* tokens so squinting never reveals two corner radii on the same surface family.",,,medium,no,,
P401,holistic:design-system,holistic,Recruiting re-rolls its own page masthead instead of the canonical ViewHeader,high,ui-foundation,True,2,"Every feature page renders its masthead via the ONE ViewHeader primitive so headers are pixel-identical in spacing, type, action placement, and motion across the whole dashboard.",src/components/fairway/pages/recruiting/FairwayRecruitingPage.tsx:127,"<h1 className=""mt-1 font-fw-display text-h1 font-semibold tracking-[-0.02em] text-text-primary""> — a hand-rolled page title/header block. The file imports controls directly and has ZERO ViewHeader usage, while ViewHeader is the documented primitive that 'replaces the triple-title chrome the audit flagged' and is reused by 30 other pages (81 refs). FairwayCalendarHero and FairwayStatsCockpit similarly roll bespoke Hero chrome with 0 ViewHeader.",Migrate recruiting (and audit calendar/stats Hero one-offs) onto ViewHeader (eyebrow + title + primaryAction + segments slots). One masthead pattern across every feature is the core de-vibe coherence requirement — two implementations of the same page header is exactly the divergence the holistic bar forbids.,partial,high,high,no,,
P402,holistic:design-system,holistic,KPI/metric tile re-implemented per feature instead of reusing MetricCard,medium,ui-foundation,False,3,"One reused KPI/stat-tile component (and one named giant-stat type token) shared by every stats surface, eliminating bespoke text-[NNpx] metric numerals.",src/components/fairway/pages/coachhelm/FairwayStatsCockpit.tsx (and TeamStats/PlayerStats) vs MetricCard usage = 6 files,"MetricCard/KpiCard/StatCard reused in only 6 of 116 page files, yet FairwayStatsCockpit (22 Surface refs), FairwayTeamStats, FairwayPlayerStats, FairwayEffectiveness build bespoke big-number tiles — e.g. font-fw-mono text-[64px] (FairwayEffectiveness.tsx:418), text-[56px] (PlayersGridView.tsx:1042/1077), text-[72px] (FairwayPlayerCoachHelm.tsx:928) — arbitrary one-off stat sizes outside the MetricCard's defined value typography.",Route all KPI/stat tiles through MetricCard (label + value + delta + trend slots) or add 1-2 explicit MetricCard size variants for the hero stat. Replace the arbitrary text-[56/64/72px] with a named display-stat token. A premium dashboard shows the SAME metric-tile vocabulary everywhere; per-feature stat tiles read as font soup under the squint test.,,,medium,no,,
P403,holistic:design-system,holistic,Arbitrary text-[NNpx] sizes leak past the disciplined type scale,medium,ui-foundation,False,3,Zero arbitrary text-[NNpx] in the live path; every size resolves to a named scale token so 'one dominant + <=3 sizes' is provably true.,"src/components/fairway/pages/coachhelm/FairwayEffectiveness.tsx:418; PlayersGridView.tsx:1042,1077; FairwayPlayerCoachHelm.tsx:928; messages/MessageConversationRail.tsx:264; MessageThreadPane.tsx:345; calendar/FairwayMonthGrid.tsx:188,214,232; FairwayCalendarMemberRail.tsx:124","text-[64px], text-[56px], text-[72px] (giant stats), text-[13px] (message bubbles), text-[11px] (calendar day cells), text-[9px] (avatar badge) — all bypass the otherwise-clean scale (text-body ×406 / caption ×286 / eyebrow ×193 / h1-h3/display). The helm/no-arbitrary-text-px rule flags these but is warn-only.","Promote the recurring arbitrary sizes to named tokens (text-stat-xl for the hero numbers, text-microlabel for the 9-11px chrome) and convert the message-bubble 13px to text-caption/label. Then the type system is fully closed and the lint rule can go to error.",,,medium,no,,
